,snr,ch,packet,nn_loss,bl_loss
9022,20.0,D,9022,0.02006,0.00754
1729,32.0,B,1729,0.00166,0.00063
4371,28.0,A,4371,0.03602,0.00026
1367,20.0,B,1367,0.00109,0.00472
5492,36.0,E,5492,0.00314,0.01059
7745,16.0,F,7745,0.1216,0.08035
144,40.0,A,144,0.03807,4e-05
3727,16.0,B,3727,0.00274,0.01734
538,36.0,E,538,0.00847,0.01824
3000,16.0,D,3000,0.01335,0.00958
1731,36.0,F,1731,0.07495,0.01446
5832,12.0,C,5832,0.09621,0.03166
6277,16.0,E,6277,0.03556,0.04547
7517,20.0,A,7517,0.00462,0.00699
3719,28.0,D,3719,0.04854,0.00157
5891,32.0,D,5891,0.14801,0.00047
6694,24.0,B,6694,0.0021,0.00328
4540,12.0,D,4540,0.01391,0.01898
3871,16.0,E,3871,0.00269,0.02077
1683,40.0,A,1683,0.00955,4e-05
3755,32.0,D,3755,0.00215,0.00206
6602,24.0,C,6602,0.01395,0.00233
1060,24.0,E,1060,0.11654,0.0042
4717,24.0,C,4717,0.01679,0.0139
3827,28.0,E,3827,0.0091,0.05682
9485,28.0,A,9485,0.02043,0.00062
8002,28.0,E,8002,0.00457,0.01417
2285,24.0,F,2285,0.0528,0.01703
5664,32.0,C,5664,0.00153,0.00744
447,32.0,A,447,0.00705,0.0002
5164,24.0,E,5164,0.00817,0.00308
4281,20.0,A,4281,0.0347,0.00725
9268,28.0,E,9268,0.00289,0.02994
779,24.0,B,779,0.02362,0.00196
2800,16.0,E,2800,0.0064,0.02646
3049,40.0,F,3049,0.0042,0.03891
1828,24.0,F,1828,0.03151,0.00625
9520,24.0,A,9520,0.02161,0.00307
2634,28.0,C,2634,0.0069,0.00149
9927,24.0,C,9927,0.00807,0.0056
2114,36.0,A,2114,0.04908,0.00017
1643,40.0,D,1643,0.27585,0.00219
4524,20.0,D,4524,0.01483,0.00935
2287,16.0,D,2287,0.00529,0.01127
7667,36.0,F,7667,0.0659,0.01317
6240,40.0,C,6240,0.02201,0.00645
110,20.0,F,110,0.01085,0.05071
9033,36.0,F,9033,0.02708,0.04163
1177,16.0,D,1177,0.03104,0.03439
4886,32.0,F,4886,0.03444,0.07489
1418,32.0,E,1418,0.00296,0.01341
3816,20.0,E,3816,0.00866,0.01008
3368,32.0,F,3368,0.00272,0.01173
9015,16.0,D,9015,0.01672,0.03356
9881,20.0,B,9881,0.00765,0.00146
7485,40.0,B,7485,0.11516,0.00083
29,32.0,B,29,0.0008,0.00068
885,16.0,B,885,0.01607,0.01065
5054,24.0,E,5054,0.00641,0.01646
3453,12.0,A,3453,0.08912,0.02018
3605,40.0,A,3605,0.01318,5e-05
609,16.0,A,609,0.06742,0.01475
7924,20.0,A,7924,0.02051,0.00348
8425,24.0,A,8425,0.01378,0.00166
7195,40.0,E,7195,0.02659,0.01736
7346,32.0,B,7346,0.05145,0.00048
2198,32.0,F,2198,0.31958,0.04974
4915,28.0,B,4915,0.00475,0.00161
9900,28.0,D,9900,0.0221,0.00179
918,28.0,B,918,0.01062,0.00126
7736,36.0,F,7736,0.00913,0.00459
4024,20.0,B,4024,0.02158,0.00541
3273,16.0,E,3273,0.01014,0.02099
8018,40.0,F,8018,0.21085,0.02113
1021,28.0,B,1021,0.00385,0.00117
4193,20.0,B,4193,0.00056,0.00505
1095,36.0,B,1095,0.00192,0.00063
7538,32.0,B,7538,0.00287,0.00111
9627,32.0,C,9627,0.00682,0.00522
9623,20.0,F,9623,0.03123,0.16584
2107,40.0,C,2107,0.83811,0.0054
5206,12.0,E,5206,0.169,0.03876
6296,28.0,D,6296,0.00839,0.00261
2664,12.0,F,2664,0.02731,0.0434
3797,28.0,D,3797,0.14698,0.00297
687,32.0,C,687,0.02791,0.00514
666,12.0,C,666,0.0219,0.02809
8777,16.0,F,8777,0.0149,0.02943
128,36.0,A,128,0.00651,0.00018
3331,36.0,C,3331,0.01406,0.0052
3185,16.0,A,3185,0.04562,0.01543
5054,28.0,C,5054,0.00717,0.00417
4047,24.0,A,4047,0.01932,0.0016
4921,16.0,C,4921,0.0865,0.01948
1277,24.0,D,1277,0.00454,0.00183
6555,32.0,A,6555,0.00959,0.00034
7692,16.0,A,7692,0.05305,0.01284
220,36.0,A,220,0.00452,0.00011
8266,32.0,D,8266,0.05581,0.01324
3691,16.0,B,3691,0.01306,0.01144
8467,20.0,C,8467,0.01951,0.01527
6853,32.0,E,6853,0.00759,0.00415
2965,24.0,C,2965,0.00593,0.00339
877,12.0,E,877,0.20505,0.03785
1607,36.0,B,1607,0.15643,0.00028
4903,16.0,D,4903,0.0265,0.02627
3418,28.0,A,3418,0.01505,0.00082
8223,28.0,D,8223,0.00303,0.00101
115,32.0,C,115,0.00133,0.00017
4701,20.0,C,4701,0.00671,0.00671
9493,16.0,F,9493,0.06025,0.03141
516,12.0,F,516,0.08231,0.15603
989,36.0,E,989,0.00154,0.04798
9336,20.0,E,9336,0.00369,0.00964
1215,32.0,B,1215,0.01,0.00066
209,32.0,D,209,0.11179,0.00482
7623,24.0,B,7623,0.00153,0.00202
2771,24.0,C,2771,0.01871,0.0013
4078,24.0,F,4078,0.00382,0.03269
8546,32.0,C,8546,0.00478,0.00413
8241,36.0,A,8241,0.01006,8e-05
9162,16.0,E,9162,0.00379,0.01217
8826,24.0,C,8826,0.00317,0.00426
371,40.0,F,371,0.00615,0.02069
5067,24.0,F,5067,0.00468,0.12634
4549,40.0,D,4549,0.00491,0.0012
2011,24.0,D,2011,0.02243,0.0013
9872,24.0,D,9872,0.01373,0.00336
2038,36.0,A,2038,0.05911,9e-05
9956,20.0,E,9956,0.02559,0.00879
5570,24.0,E,5570,0.01978,0.01785
2807,24.0,D,2807,0.07429,0.00355
6018,20.0,A,6018,0.01536,0.00328
4656,32.0,C,4656,0.04972,0.00372
7680,40.0,F,7680,0.01473,0.01666
6533,28.0,B,6533,0.02432,0.0005
7608,40.0,C,7608,0.0004,0.00029
3122,40.0,C,3122,0.11951,0.00213
8576,32.0,F,8576,0.02081,0.01703
3665,36.0,F,3665,0.00316,0.01239
1400,32.0,E,1400,0.01489,0.0087
3678,12.0,F,3678,0.03746,0.05198
6566,16.0,A,6566,0.01365,0.00932
8471,32.0,A,8471,0.04448,0.00037
4670,28.0,F,4670,0.01901,0.03287
1250,36.0,C,1250,0.01856,0.00142
353,20.0,E,353,0.01854,0.0155
4240,12.0,D,4240,0.01926,0.03964
8130,36.0,F,8130,0.00465,0.00858
1625,28.0,D,1625,0.07896,0.00132
1133,12.0,B,1133,0.00275,0.04658
8381,16.0,C,8381,0.00396,0.01267
9101,36.0,D,9101,0.0003,0.00339
4437,16.0,A,4437,0.04857,0.01185
6629,20.0,B,6629,0.02135,0.00558
6678,12.0,E,6678,0.02159,0.05881
1933,32.0,E,1933,0.00593,0.00338
380,28.0,C,380,0.07242,0.00965
9005,20.0,C,9005,0.00019,0.00856
3104,32.0,D,3104,0.00081,0.00126
5358,36.0,B,5358,0.02849,0.00066
1055,16.0,E,1055,0.02464,0.0197
3873,40.0,C,3873,0.0096,0.00202
6404,24.0,F,6404,0.00297,0.00914
4529,24.0,C,4529,0.01023,0.00326
4005,16.0,E,4005,0.01475,0.02908
6821,32.0,A,6821,0.02814,0.00039
9501,40.0,D,9501,0.00526,0.00158
2164,32.0,A,2164,0.0154,0.00038
319,20.0,F,319,0.01705,0.07269
2776,12.0,A,2776,0.05083,0.02928
3590,16.0,D,3590,0.03822,0.01516
8169,16.0,F,8169,0.03819,0.04802
5227,24.0,C,5227,0.06556,0.00294
4094,36.0,E,4094,0.01948,0.01155
5401,36.0,D,5401,0.00384,0.01428
2034,16.0,E,2034,0.00668,0.00974
1337,40.0,E,1337,0.01198,0.01313
5168,16.0,F,5168,0.12504,0.03788
5968,24.0,D,5968,0.01058,0.00531
6630,32.0,A,6630,0.01842,0.00031
1425,40.0,B,1425,0.07331,0.00086
3366,40.0,D,3366,0.0003,0.00062
2531,40.0,C,2531,0.00943,0.00611
3443,20.0,B,3443,0.09384,0.00519
9864,36.0,A,9864,0.0267,0.00024
9852,16.0,F,9852,0.02911,0.04943
6198,16.0,C,6198,0.074,0.01904
1732,28.0,A,1732,0.02213,0.00075
2019,20.0,E,2019,0.00926,0.01598
9892,16.0,D,9892,0.00331,0.05539
7819,36.0,D,7819,0.0008,0.00663
9476,28.0,B,9476,0.00975,0.00117
3199,36.0,E,3199,0.00344,0.0156
4709,36.0,F,4709,0.02633,0.05908
2574,20.0,F,2574,0.0073,0.01678
870,28.0,A,870,0.02541,0.00104
2904,24.0,F,2904,0.02456,0.01712
9654,20.0,F,9654,0.05172,0.04841
5595,28.0,E,5595,0.00918,0.0048
3457,12.0,E,3457,0.00891,0.02184
7739,20.0,F,7739,0.03806,0.03944
8069,28.0,B,8069,0.00084,0.001
198,16.0,F,198,0.01882,0.04046
121,12.0,D,121,0.02068,0.02087
5214,40.0,C,5214,0.03136,0.0073
9709,20.0,D,9709,0.14499,0.00523
7260,20.0,D,7260,0.05594,0.01056
9478,36.0,F,9478,0.11776,0.00314
3832,16.0,F,3832,0.00271,0.05437
2389,36.0,B,2389,0.00248,0.00018
5426,28.0,B,5426,0.30044,0.00036
4873,40.0,C,4873,0.01076,0.00115
5292,36.0,B,5292,0.02942,0.00022
8393,36.0,C,8393,0.04565,0.00137
9520,32.0,B,9520,0.00412,0.0006
9325,24.0,F,9325,0.04054,0.03131
9902,40.0,A,9902,0.03905,6e-05
7090,32.0,F,7090,0.0099,0.03586
5736,32.0,A,5736,0.01085,0.00047
4528,16.0,C,4528,0.20343,0.01652
6839,20.0,C,6839,0.15642,0.00436
6753,16.0,A,6753,0.11979,0.01758
2229,16.0,B,2229,0.0139,0.01435
9891,32.0,D,9891,0.00921,0.01256
4459,32.0,A,4459,0.06327,0.00015
7722,16.0,E,7722,0.00224,0.03571
2075,20.0,E,2075,0.01792,0.00943
5428,24.0,D,5428,0.00119,0.02196
4484,12.0,D,4484,0.05883,0.04334
6790,36.0,B,6790,0.00216,0.00071
7422,40.0,E,7422,0.11208,0.03258
1423,20.0,C,1423,0.02348,0.00633
85,28.0,C,85,0.06507,0.00386
1869,28.0,A,1869,0.02291,0.00064
8577,20.0,D,8577,0.00455,0.00698
5618,32.0,D,5618,0.03166,0.00125
6438,36.0,A,6438,0.03562,0.00015
5919,20.0,D,5919,0.00116,0.00403
8201,20.0,E,8201,0.02195,0.03422
9591,32.0,B,9591,0.07921,0.00031
385,28.0,E,385,0.01408,0.01707
3047,40.0,F,3047,0.03184,0.01257
9268,32.0,E,9268,0.07996,0.00962
6671,28.0,F,6671,0.01654,0.01708
4328,40.0,F,4328,0.00249,0.01075
368,40.0,C,368,0.00969,0.00249
6297,16.0,C,6297,0.03907,0.01304
8434,28.0,D,8434,0.03484,0.00535
483,36.0,D,483,0.00129,0.00337
3274,24.0,E,3274,0.06564,0.02328
1121,24.0,B,1121,0.03192,0.00116
3025,32.0,B,3025,0.00051,0.00053
7642,36.0,D,7642,0.00373,0.00428
6355,32.0,F,6355,0.04665,0.01254
1751,28.0,F,1751,0.03422,0.03618
8968,36.0,C,8968,0.46565,0.00339
3931,20.0,A,3931,0.01624,0.00838
2858,24.0,A,2858,0.02063,0.00284
440,36.0,B,440,0.0053,0.00015
7756,32.0,A,7756,0.02014,0.00033
1907,32.0,C,1907,0.01113,0.00062
4335,32.0,E,4335,0.07096,0.00272
8490,24.0,C,8490,0.00429,0.00244
2273,32.0,F,2273,0.00633,0.12381
9971,28.0,E,9971,0.0013,0.01292
1559,36.0,B,1559,0.00314,0.00088
4937,40.0,B,4937,0.02776,0.00027
910,36.0,D,910,0.00166,0.00318
7233,16.0,F,7233,0.11148,0.07818
7417,20.0,F,7417,0.00538,0.01839
970,36.0,D,970,0.00209,0.00225
8380,12.0,A,8380,0.16755,0.02898
5327,12.0,C,5327,0.01218,0.04725
3820,28.0,F,3820,0.01573,0.00883
260,20.0,B,260,0.00479,0.00979
4834,12.0,C,4834,0.06334,0.05017
9075,28.0,D,9075,0.00456,0.0038
710,32.0,A,710,0.011,0.00029
7805,32.0,E,7805,0.02507,0.01456
1886,40.0,D,1886,0.00733,0.00235
686,20.0,B,686,0.00986,0.00539
5346,20.0,B,5346,0.02117,0.00666
6671,40.0,F,6671,0.03556,0.16361
4633,20.0,D,4633,0.12438,0.00398
6045,28.0,D,6045,0.00684,0.00288
85,32.0,F,85,0.00317,0.01347
8789,32.0,F,8789,0.03847,0.00538
8846,28.0,F,8846,0.05848,0.00851
7367,36.0,E,7367,0.00834,0.00928
1351,40.0,B,1351,0.00569,5e-05
8978,16.0,B,8978,0.05169,0.01829
7991,20.0,F,7991,0.09532,0.08019
3977,32.0,B,3977,0.39008,0.00034
3147,28.0,C,3147,0.06908,0.00094
1474,20.0,B,1474,0.01273,0.00248
8686,28.0,F,8686,0.00793,0.06851
9595,28.0,D,9595,0.00735,0.0036
6381,12.0,E,6381,0.03902,0.02518
5673,36.0,A,5673,0.02115,0.00017
9383,40.0,E,9383,0.00328,0.00339
1729,20.0,F,1729,0.05476,0.02709
3361,28.0,B,3361,0.11898,0.00091
4071,20.0,C,4071,0.00141,0.00581
6003,24.0,C,6003,0.01258,0.00378
9502,24.0,B,9502,0.00806,0.00313
3504,20.0,D,3504,0.03082,0.0042
2309,36.0,E,2309,0.00033,0.00177
3162,20.0,E,3162,0.01565,0.01995
1876,32.0,B,1876,0.04999,0.00325
3740,40.0,B,3740,0.01931,0.00067
5994,12.0,D,5994,0.00178,0.03191
182,12.0,A,182,0.13019,0.04253
1118,24.0,C,1118,0.01262,0.00365
7855,32.0,A,7855,0.01382,0.00018
898,32.0,B,898,0.07986,0.00034
7234,16.0,F,7234,0.00755,0.05349
4624,24.0,C,4624,0.00598,0.00562
7366,24.0,B,7366,0.0155,0.00266
3805,20.0,D,3805,0.01156,0.00339
1939,20.0,C,1939,0.13864,0.00599
8946,36.0,F,8946,0.04881,0.00773
340,12.0,C,340,0.01767,0.02715
2736,12.0,E,2736,0.06472,0.07981
6121,12.0,B,6121,0.00167,0.02177
6712,36.0,C,6712,0.01088,0.00557
992,28.0,A,992,0.04194,0.00055
8244,32.0,F,8244,0.01619,0.0595
9653,24.0,F,9653,0.02918,0.02359
8319,20.0,D,8319,0.01183,0.01477
7964,32.0,C,7964,0.00695,0.00335
1304,36.0,B,1304,0.03021,0.00029
9860,28.0,A,9860,0.01264,0.00054
3319,40.0,D,3319,0.04004,0.00323
5786,16.0,B,5786,0.00167,0.01493
4705,28.0,F,4705,0.03861,0.00634
5907,32.0,F,5907,0.00192,0.01244
2885,24.0,F,2885,0.02194,0.04968
6530,40.0,A,6530,0.02562,5e-05
703,12.0,B,703,0.00817,0.02431
593,40.0,E,593,0.1275,0.00528
7093,36.0,F,7093,0.03273,0.0099
759,24.0,F,759,0.05647,0.02896
4285,24.0,F,4285,0.01873,0.05783
5784,36.0,B,5784,0.00058,0.00045
6123,24.0,F,6123,0.0144,0.02509
2272,12.0,B,2272,0.08181,0.0378
7307,16.0,B,7307,0.00598,0.01145
8247,32.0,A,8247,0.00927,0.00024
6059,36.0,A,6059,0.04998,0.0001
2462,20.0,F,2462,0.07889,0.06658
8993,16.0,A,8993,0.06075,0.01355
8017,28.0,D,8017,0.10898,0.00261
3488,16.0,E,3488,0.01092,0.02841
772,28.0,D,772,0.00663,0.00177
2918,32.0,B,2918,0.01333,0.00021
9406,20.0,B,9406,0.06822,0.00397
3117,24.0,F,3117,0.01323,0.00286
5406,36.0,F,5406,0.00664,0.01462
9072,20.0,E,9072,0.0209,0.00622
2067,16.0,D,2067,0.02556,0.02349
8989,24.0,A,8989,0.02058,0.00288
4802,24.0,E,4802,0.01839,0.00142
6077,28.0,B,6077,0.32381,0.00145
5912,24.0,F,5912,0.01194,0.03158
2015,16.0,B,2015,0.00985,0.02175
7695,24.0,D,7695,0.02897,0.00362
1365,12.0,F,1365,0.20237,0.15856
9293,28.0,F,9293,0.20623,0.132
4925,24.0,B,4925,0.00354,0.00361
8663,16.0,D,8663,0.07743,0.01361
8705,24.0,A,8705,0.02064,0.00201
9715,20.0,B,9715,0.00042,0.0041
1510,36.0,E,1510,0.00769,0.01115
621,28.0,C,621,0.00458,0.00179
3543,16.0,C,3543,0.00225,0.01842
8870,20.0,D,8870,0.01846,0.0146
4942,28.0,E,4942,0.1287,0.00177
6899,40.0,C,6899,0.05737,0.00221
3534,24.0,B,3534,0.03093,0.00391
5164,28.0,B,5164,0.00654,0.00098
8852,16.0,C,8852,0.01959,0.01295
2710,32.0,F,2710,0.00285,0.06119
3034,36.0,A,3034,0.00949,0.00013
3163,28.0,D,3163,0.03958,0.00137
1483,28.0,D,1483,0.00894,0.00421
3417,12.0,C,3417,0.05846,0.02489
3207,16.0,A,3207,0.18015,0.01847
9514,40.0,C,9514,0.04284,0.0113
768,12.0,B,768,0.01277,0.0407
7704,16.0,F,7704,0.00897,0.03863
2904,36.0,C,2904,0.0245,0.00303
1431,36.0,F,1431,0.01265,0.01522
5176,32.0,C,5176,0.07931,0.00934
7906,40.0,E,7906,0.07885,0.00968
2035,24.0,B,2035,0.06673,0.00277
2344,28.0,F,2344,0.01046,0.13625
9289,36.0,B,9289,0.00179,0.00025
7922,28.0,B,7922,0.01496,0.00249
6148,20.0,C,6148,0.00219,0.01061
8193,24.0,F,8193,0.04887,0.00449
3320,20.0,E,3320,0.01238,0.03162
9920,28.0,A,9920,0.06212,0.00065
2018,28.0,F,2018,0.02112,0.03763
5255,20.0,C,5255,0.01288,0.00829
3033,40.0,A,3033,0.01064,8e-05
1807,24.0,B,1807,0.0006,0.00174
8834,32.0,A,8834,0.02515,0.00054
9232,36.0,A,9232,0.02104,0.00017
3341,28.0,F,3341,0.00137,0.01445
4392,36.0,A,4392,0.02783,0.00019
3687,36.0,E,3687,0.00942,0.00497
5517,12.0,A,5517,0.1039,0.04322
1040,24.0,F,1040,0.02644,0.05964
3994,24.0,B,3994,0.0687,0.00186
2189,28.0,D,2189,0.00831,0.0124
7696,20.0,E,7696,0.01776,0.00327
5149,40.0,C,5149,0.18286,0.00082
2302,16.0,D,2302,0.01735,0.00612
8563,20.0,B,8563,0.00394,0.00585
2509,20.0,E,2509,0.01734,0.0264
7497,32.0,D,7497,0.00631,0.0006
3158,28.0,D,3158,0.00719,0.00847
5867,40.0,A,5867,0.0431,5e-05
8831,24.0,F,8831,0.01998,0.02157
5695,12.0,D,5695,0.01324,0.05205
6650,20.0,D,6650,0.00974,0.0087
7363,12.0,B,7363,0.68509,0.05249
4333,12.0,E,4333,0.01001,0.03527
8895,32.0,E,8895,0.00248,0.01921
9125,20.0,B,9125,0.08939,0.01151
9956,16.0,C,9956,0.00598,0.01364
1231,28.0,A,1231,0.0039,0.00056
6855,12.0,A,6855,0.08995,0.03835
5568,20.0,F,5568,0.03696,0.01386
2820,12.0,D,2820,0.00933,0.02804
8312,40.0,C,8312,0.00249,0.01098
8490,32.0,B,8490,0.00667,0.00039
360,40.0,B,360,0.00613,0.00019
9739,40.0,A,9739,0.02834,3e-05
9914,36.0,D,9914,0.23517,0.00023
9887,36.0,F,9887,0.07858,0.07716
1252,32.0,F,1252,0.03777,0.00555
3029,24.0,C,3029,0.00429,0.00324
6854,24.0,E,6854,0.01098,0.01405
5503,32.0,E,5503,0.04685,0.01317
5616,16.0,A,5616,0.02688,0.01714
2999,40.0,B,2999,0.00238,0.00024
9531,32.0,E,9531,0.01151,0.05502
6154,16.0,C,6154,0.01305,0.026
9429,40.0,B,9429,0.00764,0.00096
3804,12.0,A,3804,0.09072,0.02835
269,28.0,C,269,0.05114,0.00081
262,12.0,D,262,0.0134,0.04428
4657,40.0,F,4657,0.01835,0.01222
981,24.0,D,981,0.05492,0.00189
4089,12.0,B,4089,0.04528,0.01892
9000,28.0,F,9000,0.00647,0.03599
7404,24.0,B,7404,0.00495,0.00148
4688,28.0,D,4688,0.13016,0.00484
7139,40.0,D,7139,0.01014,0.00281
5504,12.0,C,5504,0.00778,0.03478
7965,16.0,F,7965,0.01673,0.0215
5028,40.0,F,5028,0.02559,0.01517
9736,24.0,A,9736,0.03094,0.00114
7733,20.0,C,7733,0.00287,0.00471
2342,40.0,B,2342,0.01759,5e-05
8319,32.0,A,8319,0.00138,0.00023
8194,16.0,C,8194,0.04369,0.00806
8597,16.0,B,8597,0.00217,0.00399
7735,32.0,E,7735,0.05733,0.00832
2104,16.0,A,2104,0.04936,0.00551
4500,16.0,C,4500,0.02665,0.00962
4809,24.0,C,4809,0.00781,0.00352
2233,28.0,F,2233,0.10074,0.05367
9747,16.0,C,9747,0.15821,0.01247
9753,36.0,B,9753,0.0096,0.00064
7437,24.0,C,7437,0.48119,0.00514
8742,40.0,D,8742,0.02049,0.00224
3304,16.0,B,3304,0.01522,0.01446
3888,24.0,E,3888,0.02232,0.01792
3244,16.0,A,3244,0.02073,0.01507
6775,12.0,D,6775,0.00934,0.02282
6768,24.0,A,6768,0.0685,0.00167
4017,40.0,D,4017,0.01002,0.00819
170,16.0,C,170,0.01011,0.01411
595,20.0,A,595,0.0143,0.00356
7369,28.0,E,7369,0.01224,0.06926
5518,40.0,C,5518,0.01192,0.00174
4701,28.0,D,4701,0.07294,0.00761
6488,12.0,C,6488,0.05569,0.04093
2144,24.0,A,2144,0.04236,0.00286
2975,16.0,B,2975,0.03395,0.01856
6959,20.0,B,6959,0.04773,0.00362
8011,40.0,E,8011,0.05268,0.02436
1214,40.0,F,1214,0.0222,0.03987
1069,16.0,E,1069,0.05249,0.02771
2352,32.0,D,2352,0.01445,0.00582
6088,32.0,C,6088,0.00407,0.00235
1794,16.0,D,1794,0.02032,0.0049
8558,32.0,F,8558,0.00198,0.04684
6995,24.0,F,6995,0.00956,0.028
1163,36.0,C,1163,0.0183,0.00021
5454,28.0,A,5454,0.03044,0.00095
2538,16.0,A,2538,0.05995,0.01045
7642,24.0,B,7642,0.01145,0.00283
7586,32.0,F,7586,0.01716,0.14923
816,32.0,F,816,0.0198,0.0176
173,36.0,F,173,0.00498,0.07976
8285,32.0,A,8285,0.04809,0.00049
1521,36.0,B,1521,0.01252,0.00049
1427,20.0,B,1427,0.00976,0.00484
3853,36.0,B,3853,0.27339,0.00019
9657,16.0,F,9657,0.00901,0.03192
3243,12.0,C,3243,0.18261,0.02974
2503,16.0,B,2503,0.03786,0.00793
7120,28.0,C,7120,0.01545,0.00349
5077,16.0,F,5077,0.01927,0.16691
550,36.0,A,550,0.02316,0.00021
1743,40.0,B,1743,0.00965,0.00031
9796,16.0,E,9796,0.00152,0.02029
4595,36.0,D,4595,0.01801,0.00023
797,40.0,A,797,0.05882,5e-05
7063,16.0,A,7063,0.0326,0.02167
2198,16.0,C,2198,0.03071,0.00822
928,40.0,E,928,0.04899,0.00233
593,12.0,D,593,0.02125,0.03344
5286,16.0,A,5286,0.05962,0.01206
2627,32.0,A,2627,0.02802,0.00036
6038,40.0,C,6038,0.00405,0.00017
7273,16.0,A,7273,0.03794,0.02098
9069,40.0,F,9069,0.03383,0.00494
4067,12.0,E,4067,0.03272,0.05101
3018,36.0,C,3018,0.05958,0.0005
8007,16.0,C,8007,0.02026,0.01275
1477,20.0,A,1477,0.04697,0.00317
935,16.0,B,935,0.00518,0.01836
9799,16.0,C,9799,0.00091,0.00983
6326,20.0,E,6326,0.03036,0.01468
2069,16.0,F,2069,0.01803,0.0487
3435,28.0,A,3435,0.02449,0.0007
487,24.0,D,487,0.03303,0.00248
3610,32.0,A,3610,0.01878,0.00028
1118,32.0,B,1118,0.01373,0.00039
3447,28.0,E,3447,0.02042,0.0042
6841,20.0,C,6841,0.02814,0.01514
4453,36.0,A,4453,0.01778,7e-05
3937,20.0,A,3937,0.05446,0.00213
3762,24.0,A,3762,0.05532,0.00246
96,36.0,F,96,0.00422,0.03019
7988,36.0,F,7988,0.05615,0.00529
6775,28.0,C,6775,0.0066,0.00164
4145,28.0,D,4145,0.01974,0.00146
5463,16.0,F,5463,0.02383,0.03096
3704,16.0,B,3704,0.04817,0.015
2931,20.0,C,2931,0.02013,0.01514
8650,16.0,A,8650,0.07484,0.01116
100,24.0,F,100,0.0322,0.01093
8523,40.0,D,8523,0.00419,0.00837
2022,20.0,F,2022,0.01743,0.07788
8381,24.0,A,8381,0.00679,0.0015
2232,36.0,D,2232,0.00627,0.00507
16,16.0,B,16,0.01207,0.01547
8496,16.0,E,8496,0.00621,0.01998
8864,32.0,F,8864,0.0039,0.08427
5274,16.0,D,5274,0.00338,0.01118
8089,20.0,B,8089,0.01609,0.00376
9149,20.0,E,9149,0.00757,0.0054
3497,12.0,A,3497,0.10557,0.02848
4868,40.0,F,4868,0.00796,0.01189
695,40.0,F,695,0.01791,0.03949
2983,24.0,C,2983,0.00773,0.00281
4560,28.0,D,4560,0.03369,0.00388
2566,32.0,E,2566,0.11355,0.0162
8653,20.0,F,8653,0.0445,0.04981
8334,20.0,A,8334,0.00232,0.00501
3731,16.0,C,3731,0.02832,0.00897
8586,20.0,A,8586,0.03386,0.00612
3246,40.0,A,3246,0.02987,3e-05
7669,20.0,D,7669,0.01998,0.00442
6514,28.0,E,6514,0.0166,0.00343
1743,12.0,C,1743,0.01555,0.04529
3158,24.0,B,3158,0.01431,0.00242
7234,36.0,E,7234,0.02984,0.00627
2745,20.0,D,2745,0.00436,0.01335
3439,28.0,D,3439,0.16336,0.0028
61,28.0,B,61,0.1357,0.00072
4507,40.0,E,4507,0.01548,0.01076
1504,28.0,E,1504,0.00284,0.01082
3955,20.0,C,3955,0.1081,0.00518
3813,32.0,D,3813,0.02416,0.00197
7621,32.0,C,7621,0.00272,0.00114
2972,28.0,B,2972,0.05911,0.00157
6884,24.0,B,6884,0.08206,0.00233
2590,16.0,B,2590,0.00955,0.00916
9389,36.0,B,9389,0.0479,0.00022
9106,40.0,A,9106,0.00661,4e-05
9558,28.0,F,9558,0.00246,0.02718
1928,40.0,A,1928,0.00485,5e-05
8549,36.0,E,8549,0.01284,0.07134
3773,20.0,B,3773,0.02297,0.00831
923,32.0,D,923,0.00209,0.00415
2319,24.0,F,2319,0.01643,0.0064
1798,24.0,C,1798,0.01878,0.00349
4517,20.0,F,4517,0.00531,0.05211
3354,40.0,F,3354,0.02114,0.04325
9164,40.0,C,9164,0.0084,0.001
1404,16.0,C,1404,0.03025,0.00837
8671,36.0,F,8671,0.01467,0.04924
4308,28.0,A,4308,0.04554,0.00104
6912,36.0,A,6912,0.01751,0.00013
4473,28.0,F,4473,0.02642,0.11072
3383,36.0,A,3383,0.02567,9e-05
5892,16.0,B,5892,0.00283,0.01919
1285,36.0,E,1285,0.07039,0.01538
7832,28.0,F,7832,0.01022,0.01624
1479,20.0,F,1479,0.02,0.02236
6025,12.0,A,6025,0.07715,0.02122
1049,12.0,B,1049,0.05935,0.05058
2351,28.0,C,2351,0.00684,0.00231
1491,20.0,E,1491,0.00155,0.00945
1335,32.0,A,1335,0.03198,0.00065
923,24.0,E,923,0.01951,0.00821
7117,24.0,D,7117,0.00157,0.00362
2013,40.0,B,2013,0.00925,8e-05
176,12.0,B,176,0.09478,0.02272
9802,16.0,F,9802,0.06507,0.03703
5654,40.0,C,5654,0.03062,0.00161
6567,40.0,F,6567,0.06953,0.02666
6993,28.0,D,6993,0.11674,0.01068
9736,20.0,A,9736,0.06432,0.00313
8422,20.0,C,8422,0.04847,0.00662
9424,28.0,D,9424,0.00594,0.00148
8792,36.0,D,8792,0.01082,0.00349
6393,32.0,C,6393,0.01201,0.00088
240,16.0,C,240,0.01915,0.0127
1662,28.0,D,1662,0.0022,0.00226
7887,28.0,E,7887,0.0031,0.01048
3615,20.0,A,3615,0.04895,0.00297
3057,28.0,A,3057,0.04401,0.00076
2543,28.0,C,2543,0.00139,0.00353
4497,16.0,E,4497,0.0163,0.03866
